engine,rows,metric,unit,round_1,round_2,round_3,median,min,max
sqlite,1000,rss_mib,MiB,23.7265625,23.46875,23.5546875,23.5546875,23.46875,23.7265625
sqlite,1000,private_mib,MiB,13.46484375,13.39453125,13.4375,13.4375,13.39453125,13.46484375
sqlite,1000,empty_mib,MiB,0.00390625,0.00390625,0.00390625,0.00390625,0.00390625,0.00390625
sqlite,1000,insert_disk_mib,MiB,0.223785400390625,0.223785400390625,0.223785400390625,0.223785400390625,0.223785400390625,0.223785400390625
sqlite,1000,update_disk_mib,MiB,0.36130523681640625,0.36130523681640625,0.36130523681640625,0.36130523681640625,0.36130523681640625,0.36130523681640625
sqlite,1000,growth_mib,MiB,0.35739898681640625,0.35739898681640625,0.35739898681640625,0.35739898681640625,0.35739898681640625,0.35739898681640625
gbaselite,10000,insert_s,秒,0.40909199975430965,0.39256179984658957,0.5531267998740077,0.40909199975430965,0.39256179984658957,0.5531267998740077
gbaselite,10000,insert_rows_s,行/秒,24444.379274113766,25473.696126082392,18079.03721583879,24444.379274113766,18079.03721583879,25473.696126082392
gbaselite,10000,update_s,秒,0.13177830027416348,0.11833789991214871,0.14767020009458065,0.13177830027416348,0.11833789991214871,0.14767020009458065
gbaselite,10000,point_p50_ms,毫秒,0.08830009028315544,0.09230012074112892,0.0927499495446682,0.09230012074112892,0.08830009028315544,0.0927499495446682
gbaselite,10000,point_p95_ms,毫秒,0.16009993851184845,0.21789968013763428,0.18589990213513374,0.18589990213513374,0.16009993851184845,0.21789968013763428
gbaselite,10000,point_p99_ms,毫秒,0.22870022803544998,0.2633999101817608,0.35140011459589005,0.2633999101817608,0.22870022803544998,0.35140011459589005
gbaselite,10000,range_ms,毫秒,0.7469002157449722,0.5724001675844193,0.6254999898374081,0.6254999898374081,0.5724001675844193,0.7469002157449722
gbaselite,10000,aggregate_ms,毫秒,8.421899750828743,6.8107000552117825,8.166000247001648,8.166000247001648,6.8107000552117825,8.421899750828743
gbaselite,10000,insert_cpu_s,CPU秒,0.203125,0.15625,0.15625,0.15625,0.15625,0.203125
gbaselite,10000,update_cpu_s,CPU秒,0.140625,0.109375,0.078125,0.109375,0.078125,0.140625
gbaselite,10000,cpu_s,CPU秒,0.40625,0.34375,0.296875,0.34375,0.296875,0.40625
gbaselite,10000,cpu_core_pct,%,61.10837428731204,53.96628232740285,35.351453280484144,53.96628232740285,35.351453280484144,61.10837428731204
gbaselite,10000,rss_mib,MiB,37.6328125,37.78125,32.72265625,37.6328125,32.72265625,37.78125
gbaselite,10000,private_mib,MiB,53.609375,53.7734375,52.8671875,53.609375,52.8671875,53.7734375
gbaselite,10000,empty_mib,MiB,0.03159809112548828,0.03159809112548828,0.03159809112548828,0.03159809112548828,0.03159809112548828,0.03159809112548828
gbaselite,10000,insert_disk_mib,MiB,8.000348091125488,8.000348091125488,8.000348091125488,8.000348091125488,8.000348091125488,8.000348091125488
gbaselite,10000,update_disk_mib,MiB,8.000348091125488,8.000348091125488,8.000348091125488,8.000348091125488,8.000348091125488,8.000348091125488
gbaselite,10000,growth_mib,MiB,7.96875,7.96875,7.96875,7.96875,7.96875,7.96875
mysql,10000,insert_s,秒,0.2857172000221908,0.27469189977273345,0.8056304003112018,0.2857172000221908,0.27469189977273345,0.8056304003112018
mysql,10000,insert_rows_s,行/秒,34999.643000923046,36404.42258498888,12412.639836005646,34999.643000923046,12412.639836005646,36404.42258498888
